GenCo1  
 1   9.11   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   9.11   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
 1   8.00   0.00   0.00
GenCo2  
 1   0.90   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 1   0.90   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
GenCo3  
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
GenCo4  
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
GenCo5  
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
GenCo6  
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
GenCo7  
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
GenCo8  
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
 0   0.00   0.00   0.00
